pitch_rad,roll_rad,tau_pitch_nm,tau_roll_nm
-0.696703,0.015141,154.5602,70.4844
-0.696703,0.025235,154.5614,70.4861
-0.696703,0.035329,154.5644,70.4818
-0.696703,0.045423,154.5694,70.4716
-0.696703,0.055517,154.5762,70.4554
-0.696703,0.065611,154.5850,70.4333
-0.696703,0.075705,154.5956,70.4051
-0.696703,0.085799,154.6081,70.3710
-0.696703,0.095893,154.6226,70.3309
-0.696703,0.105987,154.6389,70.2847
-0.696703,0.116081,154.6571,70.2325
-0.696703,0.126175,154.6771,70.1742
-0.696703,0.136269,154.6991,70.1098
-0.696703,0.146363,154.7229,70.0393
-0.696703,0.156457,154.7486,69.9627
-0.696703,0.166551,154.7761,69.8800
-0.696703,0.176645,154.8056,69.7911
-0.696703,0.186739,154.8368,69.6960
-0.696703,0.196833,154.8699,69.5947
-0.696703,0.206927,154.9048,69.4873
-0.696703,0.217020,154.9416,69.3735
-0.696703,0.227114,154.9802,69.2535
-0.696703,0.237208,155.0206,69.1273
-0.696703,0.247302,155.0627,68.9947
-0.696703,0.257396,155.1067,68.8558
-0.696703,0.267490,155.1524,68.7105
-0.696703,0.277584,155.1999,68.5589
-0.696703,0.287678,155.2492,68.4008
-0.696703,0.297772,155.3001,68.2364
-0.696703,0.307866,155.3528,68.0654
-0.696703,0.317960,155.4072,67.8880
-0.696703,0.328054,155.4633,67.7041
-0.696703,0.338148,155.5211,67.5137
-0.696703,0.348242,155.5805,67.3167
-0.696703,0.358336,155.6415,67.1131
-0.696703,0.368430,155.7042,66.9029
-0.696703,0.378524,155.7684,66.6861
-0.696703,0.388618,155.8343,66.4627
-0.696703,0.398712,155.9017,66.2325
-0.696703,0.408806,155.9706,65.9956
-0.696703,0.418900,156.0411,65.8755
-0.686689,-0.418900,155.7655,65.1331
-0.686689,-0.408806,155.6948,65.2589
-0.686689,-0.398712,155.6255,65.5074
-0.686689,-0.388618,155.5575,65.7500
-0.686689,-0.378524,155.4910,65.9867
-0.686689,-0.368430,155.4260,66.2175
-0.686689,-0.358336,155.3624,66.4425
-0.686689,-0.348242,155.3003,66.6615
-0.686689,-0.338148,155.2397,66.8747
-0.686689,-0.328054,155.1807,67.0819
-0.686689,-0.317960,155.1232,67.2833
-0.686689,-0.307866,155.0673,67.4789
-0.686689,-0.297772,155.0129,67.6685
-0.686689,-0.287678,154.9602,67.8524
-0.686689,-0.277584,154.9091,68.0303
-0.686689,-0.267490,154.8597,68.2024
-0.686689,-0.257396,154.8119,68.3687
-0.686689,-0.247302,154.7658,68.5291
-0.686689,-0.237208,154.7214,68.6837
-0.686689,-0.227114,154.6787,68.8324
-0.686689,-0.217020,154.6377,68.9753
-0.686689,-0.206927,154.5984,69.1123
-0.686689,-0.196833,154.5609,69.2436
-0.686689,-0.186739,154.5252,69.3689
-0.686689,-0.176645,154.4912,69.4885
-0.686689,-0.166551,154.4590,69.6022
-0.686689,-0.156457,154.4287,69.7101
-0.686689,-0.146363,154.4001,69.8121
-0.686689,-0.136269,154.3733,69.9083
-0.686689,-0.126175,154.3484,69.9987
-0.686689,-0.116081,154.3253,70.0832
-0.686689,-0.105987,154.3040,70.1618
-0.686689,-0.095893,154.2846,70.2346
-0.686689,-0.085799,154.2671,70.3016
-0.686689,-0.075705,154.2514,70.3626
-0.686689,-0.065611,154.2376,70.4179
-0.686689,-0.055517,154.2257,70.4672
-0.686689,-0.045423,154.2157,70.5107
-0.686689,-0.035329,154.2075,70.5482
-0.686689,-0.025235,154.2013,70.5799
-0.686689,-0.015141,154.1969,70.6057
-0.686689,-0.005047,154.1945,70.6255
-0.686689,0.005047,154.1939,70.6394
-0.686689,0.015141,154.1953,70.6474
-0.686689,0.025235,154.1985,70.6495
-0.686689,0.035329,154.2037,70.6456
-0.686689,0.045423,154.2108,70.6357
-0.686689,0.055517,154.2198,70.6198
-0.686689,0.065611,154.2307,70.5980
-0.686689,0.075705,154.2435,70.5701
-0.686689,0.085799,154.2582,70.5362
-0.686689,0.095893,154.2749,70.4963
-0.686689,0.105987,154.2934,70.4503
-0.686689,0.116081,154.3139,70.3982
-0.686689,0.126175,154.3362,70.3401
-0.686689,0.136269,154.3604,70.2758
-0.686689,0.146363,154.3866,70.2054
-0.686689,0.156457,154.4146,70.1289
-0.686689,0.166551,154.4445,70.0462
-0.686689,0.176645,154.4762,69.9574
-0.686689,0.186739,154.5098,69.8623
-0.686689,0.196833,154.5453,69.7610
-0.686689,0.206927,154.5826,69.6535
-0.686689,0.217020,154.6218,69.5397
-0.686689,0.227114,154.6628,69.4196
-0.686689,0.237208,154.7056,69.2933
-0.686689,0.247302,154.7503,69.1606
-0.686689,0.257396,154.7967,69.0215
-0.686689,0.267490,154.8449,68.8761
-0.686689,0.277584,154.8949,68.7242
-0.686689,0.287678,154.9467,68.5660
-0.686689,0.297772,155.0002,68.4012
-0.686689,0.307866,155.0555,68.2301
-0.686689,0.317960,155.1124,68.0524
-0.686689,0.328054,155.1711,67.8682
-0.686689,0.338148,155.2314,67.6774
-0.686689,0.348242,155.2935,67.4801
-0.686689,0.358336,155.3571,67.2762
-0.686689,0.368430,155.4224,67.0656
-0.686689,0.378524,155.4893,66.8484
-0.686689,0.388618,155.5578,66.6245
-0.686689,0.398712,155.6279,66.3939
-0.686689,0.408806,155.6996,66.1566
-0.686689,0.418900,155.7727,66.0363
-0.676674,-0.418900,155.3130,65.2600
-0.676674,-0.408806,155.2438,65.3863
-0.676674,-0.398712,155.1760,65.6360
-0.676674,-0.388618,155.1096,65.8797
-0.676674,-0.378524,155.0446,66.1174
-0.676674,-0.368430,154.9811,66.3493
-0.676674,-0.358336,154.9191,66.5753
-0.676674,-0.348242,154.8586,66.7953
-0.676674,-0.338148,154.7996,67.0095
-0.676674,-0.328054,154.7421,67.2178
-0.676674,-0.317960,154.6862,67.4202
-0.676674,-0.307866,154.6319,67.6167
-0.676674,-0.297772,154.5792,67.8074
-0.676674,-0.287678,154.5282,67.9921
-0.676674,-0.277584,154.4787,68.1710
-0.676674,-0.267490,154.4309,68.3441
-0.676674,-0.257396,154.3848,68.5112
-0.676674,-0.247302,154.3404,68.6725
-0.676674,-0.237208,154.2977,68.8280
-0.676674,-0.227114,154.2567,68.9776
-0.676674,-0.217020,154.2174,69.1213
-0.676674,-0.206927,154.1799,69.2592
-0.676674,-0.196833,154.1442,69.3912
-0.676674,-0.186739,154.1102,69.5174
-0.676674,-0.176645,154.0780,69.6378
-0.676674,-0.166551,154.0477,69.7522
-0.676674,-0.156457,154.0191,69.8608
-0.676674,-0.146363,153.9923,69.9636
-0.676674,-0.136269,153.9674,70.0605
-0.676674,-0.126175,153.9443,70.1515
-0.676674,-0.116081,153.9231,70.2367
-0.676674,-0.105987,153.9037,70.3160
-0.676674,-0.095893,153.8862,70.3894
-0.676674,-0.085799,153.8706,70.4570
-0.676674,-0.075705,153.8569,70.5186
-0.676674,-0.065611,153.8450,70.5744
-0.676674,-0.055517,153.8350,70.6243
-0.676674,-0.045423,153.8270,70.6683
-0.676674,-0.035329,153.8208,70.7064
-0.676674,-0.025235,153.8166,70.7385
-0.676674,-0.015141,153.8142,70.7647
-0.676674,-0.005047,153.8138,70.7850
-0.676674,0.005047,153.8153,70.7994
-0.676674,0.015141,153.8187,70.8077
-0.676674,0.025235,153.8241,70.8102
-0.676674,0.035329,153.8314,70.8066
-0.676674,0.045423,153.8406,70.7970
-0.676674,0.055517,153.8517,70.7815
-0.676674,0.065611,153.8647,70.7599
-0.676674,0.075705,153.8797,70.7323
-0.676674,0.085799,153.8966,70.6986
-0.676674,0.095893,153.9154,70.6589
-0.676674,0.105987,153.9362,70.6131
-0.676674,0.116081,153.9589,70.5612
-0.676674,0.126175,153.9834,70.5032
-0.676674,0.136269,154.0099,70.4391
-0.676674,0.146363,154.0383,70.3688
-0.676674,0.156457,154.0686,70.2924
-0.676674,0.166551,154.1008,70.2097
-0.676674,0.176645,154.1349,70.1209
-0.676674,0.186739,154.1708,70.0259
-0.676674,0.196833,154.2086,69.9246
-0.676674,0.206927,154.2483,69.8170
-0.676674,0.217020,154.2899,69.7032
-0.676674,0.227114,154.3333,69.5830
-0.676674,0.237208,154.3785,69.4565
-0.676674,0.247302,154.4256,69.3237
-0.676674,0.257396,154.4745,69.1845
-0.676674,0.267490,154.5251,69.0389
-0.676674,0.277584,154.5776,68.8869
-0.676674,0.287678,154.6319,68.7284
-0.676674,0.297772,154.6879,68.5635
-0.676674,0.307866,154.7456,68.3921
-0.676674,0.317960,154.8051,68.2141
-0.676674,0.328054,154.8663,68.0296
-0.676674,0.338148,154.9292,67.8386
-0.676674,0.348242,154.9938,67.6409
-0.676674,0.358336,155.0601,67.4367
-0.676674,0.368430,155.1280,67.2257
-0.676674,0.378524,155.1975,67.0082
-0.676674,0.388618,155.2686,66.7839
-0.676674,0.398712,155.3414,66.5529
-0.676674,0.408806,155.4156,66.3151
-0.676674,0.418900,155.4915,66.1945
-0.666660,-0.418900,154.8499,65.3848
-0.666660,-0.408806,154.7822,65.5116
-0.666660,-0.398712,154.7159,65.7623
-0.666660,-0.388618,154.6510,66.0071
-0.666660,-0.378524,154.5875,66.2459
-0.666660,-0.368430,154.5255,66.4788
-0.666660,-0.358336,154.4651,66.7058
-0.666660,-0.348242,154.4061,66.9269
-0.666660,-0.338148,154.3487,67.1421
-0.666660,-0.328054,154.2928,67.3513
-0.666660,-0.317960,154.2385,67.5547
-0.666660,-0.307866,154.1858,67.7522
-0.666660,-0.297772,154.1347,67.9438
-0.666660,-0.287678,154.0852,68.1295
-0.666660,-0.277584,154.0374,68.3093
-0.666660,-0.267490,153.9913,68.4833
-0.666660,-0.257396,153.9469,68.6513
-0.666660,-0.247302,153.9041,68.8135
-0.666660,-0.237208,153.8631,68.9698
-0.666660,-0.227114,153.8238,69.1203
-0.666660,-0.217020,153.7863,69.2649
-0.666660,-0.206927,153.7505,69.4036
-0.666660,-0.196833,153.7165,69.5364
-0.666660,-0.186739,153.6843,69.6634
-0.666660,-0.176645,153.6539,69.7844
-0.666660,-0.166551,153.6253,69.8997
-0.666660,-0.156457,153.5985,70.0090
-0.666660,-0.146363,153.5736,70.1125
-0.666660,-0.136269,153.5505,70.2101
-0.666660,-0.126175,153.5292,70.3018
-0.666660,-0.116081,153.5098,70.3876
-0.666660,-0.105987,153.4923,70.4675
-0.666660,-0.095893,153.4767,70.5416
-0.666660,-0.085799,153.4630,70.6097
-0.666660,-0.075705,153.4512,70.6720
-0.666660,-0.065611,153.4412,70.7283
-0.666660,-0.055517,153.4332,70.7787
-0.666660,-0.045423,153.4271,70.8232
-0.666660,-0.035329,153.4229,70.8618
-0.666660,-0.025235,153.4206,70.8944
-0.666660,-0.015141,153.4203,70.9211
-0.666660,-0.005047,153.4219,70.9418
-0.666660,0.005047,153.4254,70.9566
-0.666660,0.015141,153.4309,70.9653
-0.666660,0.025235,153.4383,70.9681
-0.666660,0.035329,153.4476,70.9649
-0.666660,0.045423,153.4589,70.9557
-0.666660,0.055517,153.4721,70.9404
-0.666660,0.065611,153.4873,70.9191
-0.666660,0.075705,153.5044,70.8917
-0.666660,0.085799,153.5235,70.8583
-0.666660,0.095893,153.5445,70.8188
-0.666660,0.105987,153.5674,70.7732
-0.666660,0.116081,153.5922,70.7215
-0.666660,0.126175,153.6190,70.6636
-0.666660,0.136269,153.6477,70.5996
-0.666660,0.146363,153.6784,70.5295
-0.666660,0.156457,153.7109,70.4531
-0.666660,0.166551,153.7454,70.3705
-0.666660,0.176645,153.7817,70.2818
-0.666660,0.186739,153.8200,70.1867
-0.666660,0.196833,153.8601,70.0854
-0.666660,0.206927,153.9022,69.9778
-0.666660,0.217020,153.9461,69.8640
-0.666660,0.227114,153.9918,69.7437
-0.666660,0.237208,154.0394,69.6172
-0.666660,0.247302,154.0889,69.4842
-0.666660,0.257396,154.1402,69.3449
-0.666660,0.267490,154.1933,69.1992
-0.666660,0.277584,154.2482,69.0470
-0.666660,0.287678,154.3049,68.8883
-0.666660,0.297772,154.3633,68.7232
-0.666660,0.307866,154.4236,68.5515
-0.666660,0.317960,154.4856,68.3733
-0.666660,0.328054,154.5493,68.1885
-0.666660,0.338148,154.6147,67.9972
-0.666660,0.348242,154.6818,67.7992
-0.666660,0.358336,154.7506,67.5946
-0.666660,0.368430,154.8211,67.3834
-0.666660,0.378524,154.8932,67.1654
-0.666660,0.388618,154.9669,66.9407
-0.666660,0.398712,155.0422,66.7093
-0.666660,0.408806,155.1191,66.4712
-0.666660,0.418900,155.1976,66.3504
-0.656646,-0.418900,154.3762,65.5074
-0.656646,-0.408806,154.3100,65.6348
-0.656646,-0.398712,154.2451,65.8865
-0.656646,-0.388618,154.1817,66.1323
-0.656646,-0.378524,154.1198,66.3721
-0.656646,-0.368430,154.0594,66.6061
-0.656646,-0.358336,154.0004,66.8341
-0.656646,-0.348242,153.9430,67.0561
-0.656646,-0.338148,153.8871,67.2723
-0.656646,-0.328054,153.8328,67.4825
-0.656646,-0.317960,153.7801,67.6869
-0.656646,-0.307866,153.7290,67.8853
-0.656646,-0.297772,153.6795,68.0778
-0.656646,-0.287678,153.6317,68.2645
-0.656646,-0.277584,153.5855,68.4452
-0.656646,-0.267490,153.5410,68.6200
-0.656646,-0.257396,153.4982,68.7890
-0.656646,-0.247302,153.4571,68.9520
-0.656646,-0.237208,153.4178,69.1092
-0.656646,-0.227114,153.3802,69.2605
-0.656646,-0.217020,153.3444,69.4059
-0.656646,-0.206927,153.3103,69.5454
-0.656646,-0.196833,153.2780,69.6790
-0.656646,-0.186739,153.2476,69.8067
-0.656646,-0.176645,153.2189,69.9286
-0.656646,-0.166551,153.1921,70.0445
-0.656646,-0.156457,153.1671,70.1546
-0.656646,-0.146363,153.1439,70.2587
-0.656646,-0.136269,153.1226,70.3570
-0.656646,-0.126175,153.1032,70.4494
-0.656646,-0.116081,153.0857,70.5359
-0.656646,-0.105987,153.0700,70.6164
-0.656646,-0.095893,153.0563,70.6911
-0.656646,-0.085799,153.0444,70.7598
-0.656646,-0.075705,153.0345,70.8226
-0.656646,-0.065611,153.0264,70.8795
-0.656646,-0.055517,153.0203,70.9305
-0.656646,-0.045423,153.0162,70.9755
-0.656646,-0.035329,153.0139,71.0145
-0.656646,-0.025235,153.0136,71.0476
-0.656646,-0.015141,153.0152,71.0747
-0.656646,-0.005047,153.0188,71.0959
-0.656646,0.005047,153.0244,71.1110
-0.656646,0.015141,153.0318,71.1202
-0.656646,0.025235,153.0413,71.1234
-0.656646,0.035329,153.0527,71.1205
-0.656646,0.045423,153.0660,71.1116
-0.656646,0.055517,153.0813,71.0966
-0.656646,0.065611,153.0986,71.0756
-0.656646,0.075705,153.1178,71.0485
-0.656646,0.085799,153.1390,71.0153
-0.656646,0.095893,153.1621,70.9760
-0.656646,0.105987,153.1872,70.9306
-0.656646,0.116081,153.2142,70.8791
-0.656646,0.126175,153.2432,70.8214
-0.656646,0.136269,153.2741,70.7575
-0.656646,0.146363,153.3069,70.6874
-0.656646,0.156457,153.3417,70.6112
-0.656646,0.166551,153.3784,70.5287
-0.656646,0.176645,153.4170,70.4399
-0.656646,0.186739,153.4576,70.3449
-0.656646,0.196833,153.5000,70.2436
-0.656646,0.206927,153.5443,70.1360
-0.656646,0.217020,153.5905,70.0221
-0.656646,0.227114,153.6386,69.9018
-0.656646,0.237208,153.6886,69.7752
-0.656646,0.247302,153.7404,69.6421
-0.656646,0.257396,153.7940,69.5027
-0.656646,0.267490,153.8495,69.3568
-0.656646,0.277584,153.9068,69.2044
-0.656646,0.287678,153.9660,69.0456
-0.656646,0.297772,154.0269,68.8802
-0.656646,0.307866,154.0895,68.7084
-0.656646,0.317960,154.1540,68.5299
-0.656646,0.328054,154.2202,68.3449
-0.656646,0.338148,154.2881,68.1533
-0.656646,0.348242,154.3577,67.9550
-0.656646,0.358336,154.4290,67.7501
-0.656646,0.368430,154.5020,67.5385
-0.656646,0.378524,154.5767,67.3202
-0.656646,0.388618,154.6529,67.0952
-0.656646,0.398712,154.7308,66.8634
-0.656646,0.408806,154.8103,66.6248
-0.656646,0.418900,154.8913,66.5038
-0.646632,-0.418900,153.8921,65.6278
-0.646632,-0.408806,153.8274,65.7557
-0.646632,-0.398712,153.7640,66.0085
-0.646632,-0.388618,153.7021,66.2553
-0.646632,-0.378524,153.6417,66.4961
-0.646632,-0.368430,153.5827,66.7310
-0.646632,-0.358336,153.5253,66.9600
-0.646632,-0.348242,153.4694,67.1831
-0.646632,-0.338148,153.4151,67.4002
-0.646632,-0.328054,153.3624,67.6114
-0.646632,-0.317960,153.3112,67.8167
-0.646632,-0.307866,153.2617,68.0160
-0.646632,-0.297772,153.2138,68.2095
-0.646632,-0.287678,153.1676,68.3970
-0.646632,-0.277584,153.1230,68.5786
-0.646632,-0.267490,153.0802,68.7543
-0.646632,-0.257396,153.0390,68.9241
-0.646632,-0.247302,152.9996,69.0881
-0.646632,-0.237208,152.9619,69.2461
-0.646632,-0.227114,152.9260,69.3982
-0.646632,-0.217020,152.8919,69.5443
-0.646632,-0.206927,152.8595,69.6846
-0.646632,-0.196833,152.8289,69.8190
-0.646632,-0.186739,152.8002,69.9475
-0.646632,-0.176645,152.7733,70.0701
-0.646632,-0.166551,152.7482,70.1868
-0.646632,-0.156457,152.7250,70.2976
-0.646632,-0.146363,152.7036,70.4024
-0.646632,-0.136269,152.6841,70.5014
-0.646632,-0.126175,152.6665,70.5944
-0.646632,-0.116081,152.6508,70.6815
-0.646632,-0.105987,152.6370,70.7627
-0.646632,-0.095893,152.6251,70.8379
-0.646632,-0.085799,152.6151,70.9073
-0.646632,-0.075705,152.6070,70.9706
-0.646632,-0.065611,152.6008,71.0281
-0.646632,-0.055517,152.5966,71.0795
-0.646632,-0.045423,152.5944,71.1250
-0.646632,-0.035329,152.5941,71.1646
-0.646632,-0.025235,152.5957,71.1981
-0.646632,-0.015141,152.5993,71.2257
-0.646632,-0.005047,152.6048,71.2473
-0.646632,0.005047,152.6124,71.2628
-0.646632,0.015141,152.6218,71.2724
-0.646632,0.025235,152.6333,71.2759
-0.646632,0.035329,152.6467,71.2734
-0.646632,0.045423,152.6621,71.2648
-0.646632,0.055517,152.6795,71.2501
-0.646632,0.065611,152.6988,71.2294
-0.646632,0.075705,152.7201,71.2025
-0.646632,0.085799,152.7434,71.1696
-0.646632,0.095893,152.7686,71.1305
-0.646632,0.105987,152.7958,71.0853
-0.646632,0.116081,152.8250,71.0339
-0.646632,0.126175,152.8561,70.9764
-0.646632,0.136269,152.8892,70.9127
-0.646632,0.146363,152.9242,70.8427
-0.646632,0.156457,152.9612,70.7665
-0.646632,0.166551,153.0001,70.6841
-0.646632,0.176645,153.0409,70.5954
-0.646632,0.186739,153.0837,70.5004
-0.646632,0.196833,153.1284,70.3992
-0.646632,0.206927,153.1750,70.2915
-0.646632,0.217020,153.2235,70.1776
-0.646632,0.227114,153.2739,70.0573
-0.646632,0.237208,153.3262,69.9305
-0.646632,0.247302,153.3803,69.7974
-0.646632,0.257396,153.4363,69.6579
-0.646632,0.267490,153.4942,69.5118
-0.646632,0.277584,153.5538,69.3593
-0.646632,0.287678,153.6153,69.2003
-0.646632,0.297772,153.6786,69.0348
-0.646632,0.307866,153.7437,68.8627
-0.646632,0.317960,153.8106,68.6840
-0.646632,0.328054,153.8792,68.4988
-0.646632,0.338148,153.9496,68.3069
-0.646632,0.348242,154.0217,68.1083
-0.646632,0.358336,154.0955,67.9031
-0.646632,0.368430,154.1709,67.6912
-0.646632,0.378524,154.2481,67.4726
-0.646632,0.388618,154.3269,67.2472
-0.646632,0.398712,154.4073,67.0150
-0.646632,0.408806,154.4893,66.7761
-0.646632,0.418900,154.5729,66.6549
-0.636617,-0.418900,153.3978,65.7461
-0.636617,-0.408806,153.3345,65.8744
-0.636617,-0.398712,153.2726,66.1282
-0.636617,-0.388618,153.2122,66.3760
-0.636617,-0.378524,153.1533,66.6178
-0.636617,-0.368430,153.0958,66.8537
-0.636617,-0.358336,153.0399,67.0837
-0.636617,-0.348242,152.9856,67.3077
-0.636617,-0.338148,152.9328,67.5257
-0.636617,-0.328054,152.8816,67.7379
-0.636617,-0.317960,152.8320,67.9441
-0.636617,-0.307866,152.7841,68.1443
-0.636617,-0.297772,152.7378,68.3387
-0.636617,-0.287678,152.6931,68.5271
-0.636617,-0.277584,152.6502,68.7096
-0.636617,-0.267490,152.6090,68.8862
-0.636617,-0.257396,152.5695,69.0569
-0.636617,-0.247302,152.5317,69.2216
-0.636617,-0.237208,152.4957,69.3804
-0.636617,-0.227114,152.4614,69.5333
-0.636617,-0.217020,152.4289,69.6803
-0.636617,-0.206927,152.3983,69.8214
-0.636617,-0.196833,152.3694,69.9565
-0.636617,-0.186739,152.3424,70.0858
-0.636617,-0.176645,152.3172,70.2091
-0.636617,-0.166551,152.2939,70.3265
-0.636617,-0.156457,152.2724,70.4379
-0.636617,-0.146363,152.2528,70.5435
-0.636617,-0.136269,152.2351,70.6431
-0.636617,-0.126175,152.2193,70.7368
-0.636617,-0.116081,152.2053,70.8245
-0.636617,-0.105987,152.1933,70.9063
-0.636617,-0.095893,152.1832,70.9822
-0.636617,-0.085799,152.1751,71.0520
-0.636617,-0.075705,152.1689,71.1160
-0.636617,-0.065611,152.1646,71.1739
-0.636617,-0.055517,152.1623,71.2259
-0.636617,-0.045423,152.1619,71.2719
-0.636617,-0.035329,152.1635,71.3120
-0.636617,-0.025235,152.1671,71.3460
-0.636617,-0.015141,152.1726,71.3740
-0.636617,-0.005047,152.1801,71.3960
-0.636617,0.005047,152.1896,71.4119
-0.636617,0.015141,152.2010,71.4219
-0.636617,0.025235,152.2145,71.4257
-0.636617,0.035329,152.2299,71.4236
-0.636617,0.045423,152.2473,71.4153
-0.636617,0.055517,152.2667,71.4009
-0.636617,0.065611,152.2881,71.3805
-0.636617,0.075705,152.3114,71.3539
-0.636617,0.085799,152.3368,71.3212
-0.636617,0.095893,152.3641,71.2824
-0.636617,0.105987,152.3934,71.2373
-0.636617,0.116081,152.4247,71.1861
-0.636617,0.126175,152.4580,71.1288
-0.636617,0.136269,152.4932,71.0652
-0.636617,0.146363,152.5304,70.9953
-0.636617,0.156457,152.5695,70.9193
-0.636617,0.166551,152.6106,70.8369
-0.636617,0.176645,152.6537,70.7483
-0.636617,0.186739,152.6987,70.6533
-0.636617,0.196833,152.7456,70.5521
-0.636617,0.206927,152.7944,70.4445
-0.636617,0.217020,152.8452,70.3305
-0.636617,0.227114,152.8978,70.2101
-0.636617,0.237208,152.9524,70.0833
-0.636617,0.247302,153.0088,69.9501
-0.636617,0.257396,153.0671,69.8105
-0.636617,0.267490,153.1273,69.6643
-0.636617,0.277584,153.1893,69.5117
-0.636617,0.287678,153.2532,69.3525
-0.636617,0.297772,153.3189,69.1868
-0.636617,0.307866,153.3863,69.0145
-0.636617,0.317960,153.4556,68.8357
-0.636617,0.328054,153.5266,68.6502
-0.636617,0.338148,153.5994,68.4580
-0.636617,0.348242,153.6739,68.2592
-0.636617,0.358336,153.7502,68.0537
-0.636617,0.368430,153.8281,67.8415
-0.636617,0.378524,153.9077,67.6226
-0.636617,0.388618,153.9890,67.3968
-0.636617,0.398712,154.0719,67.1643
-0.636617,0.408806,154.1564,66.9250
-0.636617,0.418900,154.2425,66.8036
-0.626603,-0.418900,152.8934,65.8621
-0.626603,-0.408806,152.8315,65.9909
-0.626603,-0.398712,152.7711,66.2457
-0.626603,-0.388618,152.7122,66.4944
-0.626603,-0.378524,152.6547,66.7372
-0.626603,-0.368430,152.5988,66.9741
-0.626603,-0.358336,152.5444,67.2050
-0.626603,-0.348242,152.4916,67.4299
-0.626603,-0.338148,152.4403,67.6489
-0.626603,-0.328054,152.3907,67.8620
-0.626603,-0.317960,152.3427,68.0691
-0.626603,-0.307866,152.2963,68.2703
-0.626603,-0.297772,152.2516,68.4655
-0.626603,-0.287678,152.2085,68.6548
-0.626603,-0.277584,152.1672,68.8382
-0.626603,-0.267490,152.1276,69.0156
-0.626603,-0.257396,152.0897,69.1871
-0.626603,-0.247302,152.0535,69.3526
-0.626603,-0.237208,152.0191,69.5123
-0.626603,-0.227114,151.9865,69.6660
-0.626603,-0.217020,151.9557,69.8137
-0.626603,-0.206927,151.9268,69.9556
-0.626603,-0.196833,151.8996,70.0915
-0.626603,-0.186739,151.8743,70.2215
-0.626603,-0.176645,151.8508,70.3455
-0.626603,-0.166551,151.8292,70.4636
-0.626603,-0.156457,151.8095,70.5757
-0.626603,-0.146363,151.7916,70.6820
-0.626603,-0.136269,151.7756,70.7822
-0.626603,-0.126175,151.7616,70.8765
-0.626603,-0.116081,151.7495,70.9649
-0.626603,-0.105987,151.7393,71.0473
-0.626603,-0.095893,151.7310,71.1237
-0.626603,-0.085799,151.7247,71.1942
-0.626603,-0.075705,151.7203,71.2587
-0.626603,-0.065611,151.7179,71.3172
-0.626603,-0.055517,151.7174,71.3697
-0.626603,-0.045423,151.7189,71.4162
-0.626603,-0.035329,151.7224,71.4567
-0.626603,-0.025235,151.7279,71.4911
-0.626603,-0.015141,151.7353,71.5196
-0.626603,-0.005047,151.7447,71.5420
-0.626603,0.005047,151.7562,71.5584
-0.626603,0.015141,151.7696,71.5687
-0.626603,0.025235,151.7850,71.5729
-0.626603,0.035329,151.8024,71.5711
-0.626603,0.045423,151.8218,71.5631
-0.626603,0.055517,151.8432,71.5491
-0.626603,0.065611,151.8666,71.5289
-0.626603,0.075705,151.8920,71.5026
-0.626603,0.085799,151.9194,71.4701
-0.626603,0.095893,151.9488,71.4315
-0.626603,0.105987,151.9802,71.3867
-0.626603,0.116081,152.0136,71.3357
-0.626603,0.126175,152.0489,71.2785
-0.626603,0.136269,152.0863,71.2150
-0.626603,0.146363,152.1256,71.1453
-0.626603,0.156457,152.1669,71.0693
-0.626603,0.166551,152.2102,70.9871
-0.626603,0.176645,152.2554,70.8985
-0.626603,0.186739,152.3026,70.8036
-0.626603,0.196833,152.3517,70.7024
-0.626603,0.206927,152.4027,70.5948
-0.626603,0.217020,152.4557,70.4808
-0.626603,0.227114,152.5106,70.3604
-0.626603,0.237208,152.5674,70.2336
-0.626603,0.247302,152.6261,70.1003
-0.626603,0.257396,152.6867,69.9605
-0.626603,0.267490,152.7492,69.8143
-0.626603,0.277584,152.8135,69.6615
-0.626603,0.287678,152.8797,69.5022
-0.626603,0.297772,152.9477,69.3363
-0.626603,0.307866,153.0175,69.1639
-0.626603,0.317960,153.0891,68.9848
-0.626603,0.328054,153.1626,68.7991
-0.626603,0.338148,153.2377,68.6067
-0.626603,0.348242,153.3146,68.4077
-0.626603,0.358336,153.3933,68.2019
-0.626603,0.368430,153.4737,67.9894
-0.626603,0.378524,153.5557,67.7702
-0.626603,0.388618,153.6394,67.5441
-0.626603,0.398712,153.7248,67.3113
-0.626603,0.408806,153.8118,67.0716
-0.626603,0.418900,153.9004,66.9501
-0.616589,-0.418900,152.3790,65.9759
-0.616589,-0.408806,152.3186,66.1052
-0.616589,-0.398712,152.2596,66.3609
-0.616589,-0.388618,152.2022,66.6106
-0.616589,-0.378524,152.1462,66.8544
-0.616589,-0.368430,152.0918,67.0922
-0.616589,-0.358336,152.0389,67.3240
-0.616589,-0.348242,151.9876,67.5499
-0.616589,-0.338148,151.9379,67.7698
-0.616589,-0.328054,151.8898,67.9837
-0.616589,-0.317960,151.8433,68.1917
-0.616589,-0.307866,151.7985,68.3938
-0.616589,-0.297772,151.7553,68.5899
-0.616589,-0.287678,151.7138,68.7800
-0.616589,-0.277584,151.6741,68.9642
-0.616589,-0.267490,151.6361,69.1425
-0.616589,-0.257396,151.5998,69.3148
-0.616589,-0.247302,151.5653,69.4812
-0.616589,-0.237208,151.5325,69.6416
-0.616589,-0.227114,151.5016,69.7961
-0.616589,-0.217020,151.4724,69.9446
